,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,PFE,PFE,PFE,PFE,PFE,PFE,PFE,DIS,DIS,DIS,DIS,DIS,DIS,DIS,DJIA,DJIA,DJIA,DJIA,DJIA,DJIA,DJIA
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2022-07-11,145.67,146.64,143.78,579.48,62285587,478662,145.151855,265.65,266.53,262.18,264.51,19309529,229431,264.48907,53.0,53.74,52.75,52.89,12708139,87007,53.092034,95.0,95.3375,93.43,93.64,7487098,103658,93.928266,23.06,23.06,22.855,22.91,17126,271,22.914359
2022-07-12,145.76,148.45,145.05,583.44,77587749,579518,146.794819,265.88,265.94,252.04,253.67,35885656,432638,256.305205,52.68,52.78,51.705,52.04,14587918,106749,52.102015,93.58,95.25,93.31,93.6,8641730,97439,94.192591,22.97,22.97,22.85,22.85,17554,205,22.925713
2022-07-13,142.99,146.45,142.1201,581.96,71187010,559357,145.193217,250.19,253.55,248.11,252.72,29497423,388753,251.360248,51.86,52.31,51.51,51.79,12776397,87383,51.880285,92.12,93.2487,91.01,92.94,11939781,135155,92.435243,22.99,22.99,22.82,22.82,25147,335,22.898339
2022-07-14,144.08,148.95,143.25,593.88,78140744,614951,146.591024,250.735,255.1374,245.94,254.08,25102823,338720,251.416916,50.72,51.59,50.63,51.39,13923454,96669,51.213541,91.48,92.04,90.23,91.84,11080867,132142,91.304621,22.8,22.9799,22.7935,22.93,57230,338,22.892069
2022-07-15,149.78,150.86,148.2,600.68,76259939,550061,149.5097,255.72,260.3699,254.7727,256.72,29774050,320549,257.074081,51.04,51.91,50.43,51.75,19812125,123772,51.495676,92.91,95.32,92.7,95.2,14905446,136242,94.491321,23.4,23.4,22.97,23.07,58431,435,23.071273
2022-07-18,150.74,151.57,146.7,588.28,81486157,620450,149.031237,259.74,260.84,253.3,254.25,20975034,259992,256.994933,51.96,51.97,50.52,50.75,15673709,89253,51.100039,96.36,97.27,95.31,95.7,10387494,119003,96.267238,23.23,23.23,22.66,22.66,50703,462,22.915767
2022-07-19,147.92,151.23,146.91,604.0,82969513,576293,149.748901,257.575,259.72,253.68,259.53,25010191,285115,257.948099,51.04,51.51,50.605,51.37,13356320,90508,51.263461,96.68,99.85,96.68,99.61,13622784,134480,98.858933,22.89,22.8926,22.76,22.88,28253,195,22.837264
2022-07-20,151.12,153.72,150.37,612.16,64811532,523464,152.625303,259.9,264.87,258.91,262.27,22787344,292178,261.993171,51.39,51.46,50.5137,50.82,12704727,90093,50.888496,100.25,104.26,99.9538,103.35,15060962,159445,102.980077,23.0,23.05,22.87,22.98,41002,237,22.975732
2022-07-21,154.5,155.57,151.94,621.4,65108746,522804,154.355124,259.79,264.89,257.03,264.84,22404675,266470,262.080552,50.57,51.14,50.18,51.12,15032940,82276,50.761739,102.71,104.25,101.61,104.18,8568297,112317,103.319345,23.0,23.12,22.9005,23.08,20714,240,23.038932
2022-07-22,155.39,156.28,153.41,616.36,66482313,525535,154.623328,265.24,265.33,259.07,260.36,21850179,274345,261.387638,51.26,51.53,50.95,51.23,10870101,64102,51.246692,103.28,104.5661,102.11,102.72,7747228,91646,102.980464,23.17,23.17,23.03,23.05,20150,277,23.093027
2022-07-25,154.01,155.04,152.28,611.8,53652497,487201,153.302678,260.995,261.5,256.81,258.83,21053780,245762,258.597614,51.34,51.875,51.34,51.77,12930364,78633,51.62668,102.78,103.39,101.81,102.69,6699737,83408,102.722612,23.2,23.2,23.04,23.06,29112,295,23.090733
2022-07-26,152.265,153.085,150.8,606.4,55138691,472002,151.679587,259.86,259.88,249.57,251.9,39367296,523735,252.477128,51.84,52.85,51.71,52.3,16605673,101793,52.31625,102.14,102.36,99.56,99.78,6333393,86668,100.334165,23.13,23.13,22.99,23.0,49478,356,23.053359
2022-07-27,152.58,157.33,152.16,627.16,78244429,574803,155.243353,261.16,270.05,258.85,268.74,45869993,537151,265.615313,51.94,52.2544,51.185,51.95,19028841,131208,51.780804,100.97,103.65,100.81,103.5,9360116,99874,102.435835,23.16,23.2,22.97,23.13,50993,358,23.066791
2022-07-28,156.98,157.64,154.41,629.4,81378731,738631,157.465407,269.75,277.84,267.87,276.41,33459327,413167,274.291,50.81,52.33,49.1,50.72,38984890,231620,50.825734,103.245,104.97,102.71,104.9,7970282,98808,104.129587,23.25,23.3,23.12,23.24,33293,427,23.221514
2022-07-29,161.24,163.63,159.5,650.04,101863174,773684,162.249834,277.7,282.0,276.63,280.74,32140586,359228,279.832794,50.56,50.71,49.28,50.51,25012948,153370,50.313005,105.14,106.34,103.37,106.1,10302723,113883,105.409781,23.03,23.3551,23.03,23.25,55826,445,23.225036
